"any","autor","persona/organització","Codi arxiu digital","contingut","durada","exposició","format","Idioma","notes","núm. inv.","productor","títol"
4102002,"Isidoro Valcárcel Medina, José Díaz Cuyás, Esteban Pujals Gesalí","p","056_FA1_C014_NI144",,,"Anar i venir de Valcárcel Medina","cassette","castellà","DIGITALITZAT febrer 2011",144,,"Activitat: Presentació del projecte i la publicació Ir y venir  de Valcárcel Medina, així com del llibre d'artista Rendición de la hora"
6112002,"William Raban ","p","058_FA1_C002_NI145",,,"Shoot Shoot Shoot. La primera dècada de la London Film-Makers’ Co-operative i el cinema d’avantguarda britànic 1966-1976","cassette","anglès","DIGITALITZAT febrer 2011",145,,"Conferència: Filmaktion: principis fundacionals de la London Film-Makers’Cooperative"
27112002,"Juan José Lahuerta","p","056_FA1_C002_NI146",,,"Anar i venir de Valcárcel Medina","cassette","castellà","DIGITALITZAT febrer 2011",146,,"Conferència: Ratlles: l’artista com a rei i com a vagabund"
22012003,"Pere Gimferrer","p","059_FA1_C002_NI147",,,"Tàpies. Escriptura material. Llibres","cassette","català","DIGITALITZAT febrer 2011",147,,"Activitat: Conferència i lectura de textos "
7022003,"Antonio Ortega","p","060_FA1_C002_NI148",,,"Vídeos d’ocasió","cassette","castellà","DIGITALITZAT febrer 2011",148,,"Activitat: Presentació de l’exposició"
19022003,"Yves Michaud","p","059_FA1_C002_NI149",,,"Tàpies. Escriptura material. Llibres","cassette","francès","DIGITALITZAT febrer 2011",149,,"Conferència"
20022003,"Clive Phillpot","p","059_FA1_C002_NI150",,,"Tàpies. Escriptura material. Llibres","cassette","anglès","DIGITALITZAT febrer 2011",150,,"Conferència: Llibres d’artista després de la revolució del llibre de butxaca"
4042003,"Gabriel Villota","p","062_FA1_C002_NI151",,,"Jon Mikel Euba. Kill’em all","cassette","castellà",,151,,"Conferència: Per a un mapa d’Amobil en set vinyetes"
16052003,"Manuel Delgado","p","061_FA1_C002_NI152",,,"Indivisuals","cassette","castellà","DIGITALITZAT febrer 2011",152,,"Conferència: Cap a una societat metafísica. Sobre els espais públics virtuals "
16052003,"Jorge Luis Marzo","p","061_FA1_C002_NI153",,,"Indivisuals","cassette","castellà","DIGITALITZAT febrer 2011",153,,"Conferència: Portabilitad i espai social "
20092003,"Mohieddin Ellabbad, Golo","p","064_FA1_C002_NI154",,,"Representacions àrabs contemporànies. El Caire","cassette","francès","DIGITALITZAT febrer 2011",154,,"Conferències"
9102003,"Farha Ghannam","p","064_FA1_C002_NI155",,,"Representacions àrabs contemporànies. El Caire","cassette","anglès","DIGITALITZAT febrer 2011",155,,"Conferència: Somnis i llars a la ciutat global: espais i classes al Caire, Egipte"
10122003,"Nuria Enguita Mayo, Jorge Luis Marzo, Joan Roca i Albert, Metalienados, Ibon Aramberri, Daniel García Andujar, Javier Camarasa + JLM, Rogelio López Cuenca, Multiplicity","p, p, p, o, p, p, p, p, o","068_FA1_C002_NI156",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà / anglès","DIGITALITZAT febrer 2011",156,,"Activitat:Taula rodona amb Nuria Enguita Mayo, Jorge Luis Marzo,
Joan Roca i Albert, Metalienados, Ibon Aramberri, Daniel García Andujar, Javier Camarasa + JLM, Rogelio López Cuenca i Multiplicity
"
10122003,"Multiplicity, Yto Barrada, Ramón Parramón, Turismo táctico, Precarias a la deriva, J.L. Guerin
","o, p, p, o, o, p","068_FA1_C002_NI157",,,"Tour-ismes. La derrota de la dissensió","cassette","anglès / castellà","DIGITALITZAT febrer 2011",157,,"Activitat: Taula rodona amb Multiplicity, Yto Barrada, Ramón Parramón, Turismo táctico, Precarias a la deriva, J.L. Guerin
Programa de Cine: Lisl Ponger, Val del Omar i Book. 
"
22012004,"Jean Fisher","p","065_FA1_C002_NI158",,,"Steve McQueen","cassette","anglés","DIGITALITZAT febrer 2011",158,,"Conferència: Temes i variacions en l'obra de Steve McQueen"
27022004,"Branka Stipancic","p","066_FA1_C002_NI159","Presentació de Núria Enguita Mayo i conferència de Branka Stipancic a l’Auditori de la Fundació Antoni Tàpies.",,"Mangelos núm. 1 - 9½","cassette","castellà (presentació) i anglès","Hi ha còpia en cassette (també núm. inv:159)
DIGITALITZAT febrer 2011",159,,"Conferència: Mangelos i el grup Gorgona"
11032004,"Laurence Rassel","p","067_FA1_C002_NI160",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà","DIGITALITZAT febrer 2011",160,,
11032004,"Tom Zummer, Leslie Thornton","p","067_FA1_C002_NI161",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà",,161,,
10032004,"Juan Miguel Aguilera ","p","067_FA1_C002_NI162",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà","DIGITALITZAT febrer 2011",162,,"Activitat: Presentació"
1332004,"Juan Miguel Aguilera, Catherine Ramirez","p",,,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette",,"Sessió del matí
Observacions: sense àudio
",163,,"Activitat: Trobada Colonización: historia(s) del futuro y vertederos radioactivos "
1332004,"Miquel Barceló, Isabelle Stengers ","p","067_FA1_C002_NI164",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà / francès","Sessió de la tarda
DIGITALITZAT febrer 2011",164,,"Activitat: Trobada Identitats contemporànies: permeabilitat, fluctuacions, xarxes "
13032004,"Isabelle Stengers, Leah William","p","067_FA1_C002_NI165",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","anglès / francès / castellà","Sessió de la tarda
DIGITALITZAT febrer 2011",165,,"Activitat: Trobada Identitats contemporànies: permeabilitat, fluctuacions, xarxes"
1832004,"Nalo Hopkinson
","p","067_FA1_C002_NI166",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","anglès","DIGITALITZAT febrer 2011",166,,"Activitats: Nalo Hopkinson: Lectures i comentaris
"
18032004,"Marika Moisseeff","p","067_FA1_C002_NI167",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","francès","DIGITALITZAT febrer 2011",167,,"Activitats: Trobada Marika Moisseeff: Què amaga la violència de les imatges de la procreació als films de ciència-ficció?"
19032004,"Gabriel Villota Toyos","p","067_FA1_C002_NI168",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà ","DIGITALITZAT febrer 2011",168,,"Trobada: La ciència-ficció, de""demà passat"" com a neorrealisme"
20032004,,,"067_FA1_C002_NI169",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà","Observacions: interferència 
DIGITALITZAT febrer 2011",169,,"Activitat: Trobada Grups de fans de Star Trek "
26032004,"Jordi Sánchez Navarro","p","067_FA1_C002_NI170",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","castellà","DIGITALITZAT febrer 2011",170,,"Activitat: Trobada:  Morfologies al límit: cos i identitat cyborg en la cultura popular contemporània "
27032004,"Grup Tecnociència Literatura i Cinema, Ken MacLeod","o, p ","067_FA1_C002_NI171",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","català / anglès","DIGITALITZAT febrer 2011",171,,"Activitat: Trobada:  Traspassar els límits imaginaris entre l’humà, la màquina, el cyborg i el posthumà: caça, alteritat, temes biotècnics i identitats virtuals "
27032004,"Grup Tecnociència Literatura i Cinema, Ken MacLeod","o, p","067_FA1_C002_NI172",,,"Sutures i fragments. Cossos i territoris en la ciència ficció","cassette","anglès","DIGITALITZAT febrer 2011",172,,"Trobada:  Traspassar els límits imaginaris entre l’humà, la màquina, el cyborg i el posthumà: caça, alteritat, temes biotècnics i identitats virtuals "
1102004,"Susan G. Davis","p","068_FA1_C002_NI173",,,"Tour-ismes. La derrota de la dissensió","cassette","anglès ","DIGITALITZAT febrer 2011",173,,"Conferència: La protesta i la ciutat espectacular desde stembre de 2001: els usos populars de l’espai corporativ"
1102004,"Armando Silva","p","068_FA1_C002_NI174",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà","DIGITALITZAT febrer 2011",174,,"Conferència: Imaginaris urbans i fantasies turístiques: de com els desigs ciutadans il·lusiones l’altra ciutat "
1102004,"Joan Ramon Resina","p","068_FA1_C002_NI175",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà","DIGITALITZAT febrer 2011",175,,"Conferència: Del peveter de Montjüic al Forum Barcelona 2004: darrere la imatge de la Barcelona olímpica "
2102004,"Mari Paz Balibrea, Jordi Portabella","p","068_FA1_C002_NI176",,,"Tour-ismes. La derrota de la dissensió","cassette","català","Observacions: àudio molt baix
DIGITALITZAT febrer 2011",176,,"Activitat: Conversa sobre les polítiques turístiques de la darrera dècada a Barcelona i el seu impacte en el teixit urbà social "
2102004,"Nuria Enguita Mayo, Jorge Luis Mazo, Montse Romaní","p","068_FA1_C014_NI177",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà","DIGITALITZAT febrer 2011",177,,"Activitat: Presentació del llibre Tour –Ismes. La derrota de la dissensió. Itineraris critics pels comissaris Nuria Enguita Mayo, Jorge Luis Mazo i Montse Romaní"
2102004,"Curro Aix Gracia","p","068_FA1_C002_NI178",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà","DIGITALITZAT febrer 2011",178,,"Conferència: Art i cultura a Sevilla, “citymarketing” mitjançant: “inputs” del turisme sobre la cultura de la “quarta ciutat espanyola” "
2102004,"Javier Camarasa, Domingo Rodríguez","p","068_FA1_C002_NI179",,,"Tour-ismes. La derrota de la dissensió","cassette","castellà","DIGITALITZAT febrer 2011",179,,"Conferència: Mobilització veïnal per desaccelerar la construcció desaforada de la zona de Tetir (Fuerteventura)"
2102004,"Jordi Draper, J.Palaudelmàs (SOS Lloret)","p","068_FA1_C002_NI180",,,"Tour-ismes. Itineraris critics ","cassette","català","DIGITALITZAT febrer 2011",180,,"Conferència: Un procés per al canvi de model turístic"
2102004,"Manel Tomàs (Plataforma en Defense de l’Ebre)","p","068_FA1_C002_NI181",,,"Tour-ismes. La derrota de la dissensió","cassette","català","DIGITALITZAT febrer 2011",181,,"Conferència: Resposta ciutadana de l’impacte mediambiental, social i econòmic dels trasvasanents de l’Ebre"
28102004,"Eyal Sivan, Michel Khleifi","p","070_FA1_C002_NI182",,,"Route 181, fragments d’un viatge a Palestina-Israel","cassette","francès / català ","DIGITALITZAT febrer 2011",182,,"Activitat: Trobada amb els directors Eyal Sivan i Michel Khleifi"
11112004,"Alejandra Riera, Fulvia Carnevale, Zahía Rahmani","p","071_FA1_C002_NI183",,,"maquettes-sans-qualité. Travail en grève / Treball en vaga","cassette","francès / castellà","DIGITALITZAT febrer 2011",183,,"Conferència: Treball en vaga. Pla de consistència. Vistes parcials de la història del present"
12112004,"Associació Catalana de Residents Senegalesos, Fulvia Carnevale, Madjiguène Cissé, Zahia Rahmani, Alejandra Riera","o, p, p, p, p","071_FA1_C002_NI184",,,"maquettes-sans-qualité. Travail en grève / Treball en vaga","cassette","francès / castellà","DIGITALITZAT febrer 2011",184,,"Conferència: Acte 2: Es comença per construir per a finalment habitar, o es comença per habitar per a finalment construir? Maquettes-sans-qualité. Travail en grève /Treball en vaga"
13112004,"Fulvia Carnevale, Catherine David, Aysegul Dogan, Dean Inkster, Zahia Rahmani, Alejandra Riera, Leyla Zana","p","071_FA1_C002_NI185",,,"maquettes-sans-qualité. Travail en grève / Treball en vaga","cassette","francès / castellà","Cinta 1/2
DIGITALITZAT febrer 2011",185,,"Conferència: Acte 3: Elements de geopoética. Llengües i pors Maquettes-sans-qualité. Travail en grève / Treball en vaga"
13112004,"Fulvia Carnevale, Catherine David, Aysegul Dogan, Dean Inkster, Zahia Rahmani, Alejandra Riera, Leyla Zana","p","071_FA1_C002_NI186",,,"maquettes-sans-qualité. Travail en grève / Treball en vaga","cassette","francès / castellà","Cinta 2/2
DIGITALITZAT febrer 2011",186,,"Conferència: Acte 3: Elements de geopoética. Llengües i pors Maquettes-sans-qualité. Travail en grève / Treball en vaga"
12052005,"Lars Müller","p","075_FA1_C002_NI187",,,"Aspectes de l’edició del llibre d’art contemporani","cassette","anglès","DIGITALITZAT febrer 2011",187,,"Activitat: Taula Rodona en el marc de l´any del llibre i la lectura 2005
Aspectes de l’edició del llibre d’art contemporani
"
12052005,"Perejaume, Clara Plasencia, Salvador Saura, Nuria Enguita Mayo
","p","075_FA1_C002_NI188",,,"Aspectes de l’edició del llibre d’art contemporani","cassette","català","DIGITALITZAT febrer 2011",188,,"Activitat: En el marc de l´any del llibre i la lectura 2005
Aspectes de l’edició del llibre d’art contemporani
"
19052005,"Jorge Blasco","p","045_FA1_C014_NI189",,,"Cultures d’arxiu","cassette","castellà","DIGITALITZAT febrer 2011",189,,"Activitat: Presentació Cultures d´arxiu 2
II Volumen del libro“Cultures d`arxiu
"
2062005,"Walter Mignolo","p","074_FA1_C002_NI190",,,"Fernando Bryce","cassette","castellà","DIGITALITZAT febrer 2011",190,,"Conferència: El gir des-colonial i les geopolítiques del coneixement"
6072005,"Michael Taussig, Federico Guzmán, Rosa Pera","p","049_FA1_C002_NI191",,,"Insideout: jardí del cambalache","cassette","castellá","DIGITALITZAT febrer 2011",191,,"Conferència: Plantes revolucionàries Qui són els amos de les plantes?"
7072005,"Antonio Escohotado","p","049_FA1_C002_NI192",,,"Insideout: jardí del cambalache","cassette","castellà","DIGITALITZAT febrer 2011",192,,"Conferència: Plantes revolucionàries Qui són els amos de les plantes?"
9112005,"Nuria Enguita Mayo, Pedro G. Romero, Juan José Lahuerta","p","079_FA1_C002_NI193",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà ","Observacions: àudio contaminat en algunes parts de l'enregistrament.
DIGITALITZAT febrer 2011",193,,"Conferència: Presentació Rodalia"
9112005,"Ángel González","p","079_FA1_C002_NI194",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà","Observacions: Voltants Aquest seminari forma part del projecte Arxivo F.X.: La ciutat buida de Pedro G. Romero que es presenta en la Fundació Antoni Tàpies del 26 de gener al 16 d'abril de 2006
DIGITALITZAT febrer 2011",194,,"Conferència: Arxiu F.X. La ciutat buida"
10112005,"Juan José Lahuerta","p","079_FA1_C002_NI195",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà ","DIGITALITZAT febrer 2011",195,,"Conferència: Arxiu F.X. La ciutat buida. Voltants"
10112005,"Francesc Muñoz","p","079_FA1_C002_NI196",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà","DIGITALITZAT febrer 2011",196,,"Conferència: Arxiu F.X. La ciutat buida. Voltants"
16112005,"Itziar González","p","079_FA1_C002_NI197",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà","DIGITALITZAT febrer 2011",197,,"Conferència: Arxiu F.X. La ciutat buida. Voltants"
16112005,"Iván Bercedo, Jorge Mestre","p","079_FA1_C002_NI198",,,,"cassette","castellà","DIGITALITZAT febrer 2011",198,,"Conferència: Arxiu F.X “Ciutat usada”"
17112005,"José Luis Oyón  ","p","079_FA1_C002_NI199",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà","DIGITALITZAT febrer 2011",199,,"Conferència: Arxiu F.X. La ciutat buida"
1122005,"Nuria Enguita Mayo, Pamela Sepúlveda","p","I01_FA1_C014_NI200",,,,"cassette","castellà","Observacions: Àudio contaminat amb soroll.
DIGITALITZAT febrer 2011",200,,"Activitat: Presentació del nou web"
12012006,"Chris Dercon, Neil Cummings, Marysia Lewandowska","p","078_FA1_C013_NI201",,,"Entusiasme","cassette","anglès","Cinta 1/2
DIGITALITZAT febrer 2011",201,,"Activitat: Conversació entre Chris Dercon (director del haus der kunst, Munic), i els artistes Neil Cummings i Marysia Lewandowska"
12012006,"Chris Dercon, Neil Cummings, Marysia Lewandowska","p","078_FA1_C013_NI202",,,"Entusiasme","cassette","anglès","Cinta 2/2
DIGITALITZAT febrer 2011",202,,"Activitat: Conversació entre Chris Dercon (director del haus der kunst, Munic), els artistes Neil Cummings i Marysia Lewandowska"
2022006,"Enrique Vila-Matas, Sonia Hernández","p","079_FA1_C002_NI203","Cinta 1/2",,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà",,203,,"Conferència: Excèntrics.  Archivo F.X: la ciutat buida"
2022006,"Enrique Vila-Matas, Sonia Hernández","p","079_FA1_C002_NI204","Cinta 2/2",,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà","DIGITALITZAT febrer 2011",204,,"Conferència: Excèntrics.  Archivo F.X: la ciutat buida"
18032006,"Manuel Delgado Ruiz (tutor del taller), Gerard Horta, Deborah Fernández, Marc Dalmau, Santiago Subirats, Andrea Avaria","p","079_FA1_C002_NI205",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà / català","Cinta 1/2
DIGITALITZAT febrer 2011",205,,"Seminari: Subterranis / Archivo F.X.: la ciutat buida"
18032006,"Manuel Delgado Ruiz (tutor del taller), Gerard Horta, Deborah Fernández, Marc Dalmau, Santiago Subirats, Andrea Avaria","p","079_FA1_C002_NI206",,,"Arxiu F.X.: La ciutat buida. Un projecte de Pedro G. Romero","cassette","castellà / català","Cinta 2/2",206,,"Seminari: Subterranis / Archivo F.X.: la ciutat buida"
22052006,"George Yúdice","p","081_FA1_C002_NI207",,,"Violència i cultura","cassette","castellà ","Cinta 1/2
DIGITALITZAT febrer 2011",207,,"Conferència: Violència i cultura "
22052006,"George Yúdice","p","081_FA1_C002_NI208",,,"Violència i cultura","cassette","castellà ","Cinta 2/2
DIGITALITZAT febrer 2011",208,,"Conferència: Violència i cultura"
5062003,"Joan Roca i Albert","p","068_FA1_C013_NI209",,,"Tour-ismes. La derrota de la dissensió","cassette","català i castellà","DIGITALITZAT febrer 2011",209,,"Conversa privada Nuria Enguita Mayo, Joan Roca i Albert i Noemí Cohen"
18022003,"Joan Roca i Albert","p","068_FA1_C013_NI210",,,"Tour-ismes. La derrota de la dissensió","cassette","català i castellà","DIGITALITZAT febrer 2011",210,,"Conversa privada Nuria Enguita Mayo, Joan Roca i Albert i Noemí Cohen"
29011995,,,,,,"En l’esperit de Fluxus","V. 8 mm",,,211,,"Activitat - concert: Reflux orquestra - Concert Fluxus"
17051995,,,,,,"Els límits del museu","V. 8 mm (color)",,"Original 1
Babuin, digitalització (gener 2011)",213,,"Activitat - conferència: Friedrich Kittler - Museen an der digitalen Grenze"
17051995,,,,,,"Els límits del museu","V. 8 mm",,"Original 2",214,,"Activitat - conferència: Friedrich Kittler - Museen an der digitalen Grenze"
16121997,"David Medalla","p",,,,"Lygia Clark","V. 8 mm; so directe","anglès","Babuin, digitalització (gener 2011)",215,,"Conferència: Un conte de Lygia Clark sobre el primer mirall de la Xina"
28042006,"Hana Al-Bayaty","p",,"Conferècia realitzada a la Fundació Antoni Tàpies",01:13:58,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original : despatx Miquel, arxiu RAC
còpia: arxiu conferències",216,,"Conferència: L’organització del caos generalitzat"
28042006,"Sinan Antoon","p",,"Conferència realitzada a la Fundació Antoni Tàpies",00:55:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original : despatx Miquel, arxiu RAC
còpia: arxiu conferències",217,,"Conferència: Restes i diàspora: la cultura iraquiana ara"
29042006,"Rashad Salim","p",,"Conferència realitzada a la Fundació Antoni Tàpies",01:18:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original: despatx Miquel, arxiu RAC
còpia: arxiu conferències",218,,"Conferència: La guerra de l’urani a l’Iraq. Context i ramificacions"
28042006,"Pierre-Jean Luizard","p",,"Conferència realitzada a la Fundació Antoni Tàpies",01:50:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","francès","original: despatx Miquel, arxiu RAC
còpia: arxiu conferències",219,,"Conferència: Tres anys després de la guerra"
29042006,"Scheherazade Qassim Hassan, Sinan Antoon, Saadi Youssef","p",,"Conferència realitzada a la Fundació Antoni Tàpies",01:55:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original: despatx Miquel, arxiu RAC
còpia: arxiu conferències",220,,"1. Conferència: La unitat en la diversitat: el maqam iraquià
2. Conversa entre Sinan Antoon i Saadi Youssef"
30042006,"Catherine David, Xavier Antich","p",,"Conferència realitzada a la Fundació Antoni Tàpies",01:10:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","castellà","original: despatx Miquel, arxiu RAC
còpia: arxiu conferències
",221,,"Conversa entre Catherine David i Xavier Antich"
2007,"Jordi Gràcia","p",,"Conferència 23/01/07","01:00:12","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","castellà",,222,,"Conferència: La munició civil de l’art"
2007,"Jordi Gràcia","p",,"Conferència 23/01/07","01:00:12","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","castellà","Còpia",223,,"Conferència: La munició civil de l’art"
2007,"Santi Barjau","p",,"Conferència 30/01/07","01:01:50","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","català",,224,,"Conferència: Art i missatge del cartell cívic a Catalunya"
2007,"Santi Barjau","p",,"Conferència 30/01/07","01:01:50","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","català","Còpia",225,,"Conferència: Art i missatge del cartell cívic a Catalunya"
2007,"Raquel Pelta","p",,"Conferència 06/02/07","01:03:12","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","castellà","TORNAR A COPIAR. MALA QUALITAT",226,,"Conferència: Dissenyar per a la utopia. Disseny i compromís social a Catalunya"
2007,"Raquel Pelta","p",,"Conferència 06/02/07","01:03:12","Els cartells de Tàpies i l’esfera pública","CD (audio MP3)","castellà","Còpia
TORNAR A COPIAR. MALA QUALITAT",227,,"Conferència: Dissenyar per a la utopia. Disseny i compromís social a Catalunya"
2006,"José Díaz Cuyás","p",,"Conferència 28/11/2006","01:31:52","La imatge fantasma","CD (audio MP3)","castellà",,228,,"Seminari: La imatge fantasma
Conferència: Visions aèries"
2006,"José Díaz Cuyás","p",,"Conferència 28/11/2006","01:31:52","La imatge fantasma","CD (audio MP3)","castellà","Còpia",229,,"Seminari: La imatge fantasma
Conferència: Visions aèries"
2006,"José Díaz Cuyás","p",,"Conferència 28/11/2006","01:31:52","La imatge fantasma","MiniDV","castellà",,230,,"Seminari: La imatge fantasma
Conferència: Visions aèries"
2006,"Jorge Blasco","p",,"Conferència 28/11/2006","01:09:00","La imatge fantasma","MiniDV","castellà",,231,,"Seminari: La imatge fantasma
Conferència: Relíquies"
2006,"Jorge Blasco","p",,"Conferència 28/11/2006","01:09:00","La imatge fantasma","DVD","castellà",,232,,"Seminari: La imatge fantasma
Conferència: Relíquies"
2006,"Jorge Blasco","p",,"Conferència 28/11/2006","01:09:00","La imatge fantasma","DVD","castellà","Còpia",233,,"Seminari: La imatge fantasma
Conferència: Relíquies"
2006,"Jorge Blasco","p",,"Conferència 28/11/2006","01:09:00","La imatge fantasma","CD (audio MP3)","castellà",,234,,"Seminari: La imatge fantasma
Conferència: Relíquies"
2006,"Jorge Blasco","p",,"Conferència 28/11/2006","01:09:00","La imatge fantasma","CD (audio MP3)","castellà","Còpia",235,,"Seminari: La imatge fantasma
Conferència: Relíquies"
2006,"Vicente José Benet","p",,"Conferència 29/11/2006","01:15:00","La imatge fantasma","MiniDV","castellà",,236,,"Seminari: La imatge fantasma
Conferència: El pes de la llum: La matèria dels espectres"
2006,"Vicente José Benet","p",,"Conferència 29/11/2006","01:15:00","La imatge fantasma","DVD","castellà",,237,,"Seminari: La imatge fantasma
Conferència: El pes de la llum: La matèria dels espectres"
2006,"Vicente José Benet","p",,"Conferència 29/11/2006","01:15:00","La imatge fantasma
","DVD","castellà","Còpia",238,,"Seminari: La imatge fantasma
Conferència: El pes de la llum: La matèria dels espectres"
2006,"Vicente José Benet","p",,"Conferència 29/11/2006","01:15:00","La imatge fantasma","CD (audio MP3)","castellà",,239,,"Seminari: La imatge fantasma
Conferència: El pes de la llum: La matèria dels espectres"
2006,"Vicente José Benet","p",,"Conferència 29/11/2006","01:15:00","La imatge fantasma","CD (audio MP3)","castellà","Còpia",240,,"Seminari: La imatge fantasma
Conferència: El pes de la llum: La matèria dels espectres"
2006,"Marisa García Vergara","p",,"Conferència 29/11/2006","01:17:00","La imatge fantasma","MiniDV","castellà",,241,,"Seminari: La imatge fantasma
Conferència:Espectres i conjurs"
2006,"Marisa García Vergara","p",,"Conferència 29/11/2006","01:17:00","La imatge fantasma","DVD","castellà",,242,,"Seminari: La imatge fantasma
Conferència:Espectres i conjurs"
2006,"Marisa García Vergara","p",,"Conferència 29/11/2006","01:17:00","La imatge fantasma","DVD","castellà","Còpia",243,,"Seminari: La imatge fantasma
Conferència:Espectres i conjurs"
2006,"Marisa García Vergara","p",,"Conferència 29/11/2006","01:17:00","La imatge fantasma
","CD (audio MP3)","castellà",,244,,"Seminari: La imatge fantasma
Conferència:Espectres i conjurs"
2006,"Marisa García Vergara","p",,"Conferència 29/11/2006","01:17:00","La imatge fantasma
","CD (audio MP3)","castellà","Còpia",245,,"Seminari: La imatge fantasma
Conferència:Espectres i conjurs"
30112006,"Clément Chéroux","p",,,"01:33:00","La imatge fantasma","MiniDV","francès",,246,,"Seminari: La imatge fantasma
Conferència: El sistema de creences de la fotografia espiritista"
30112006,"Clément Chéroux","p",,,"01:33:00","La imatge fantasma","DVD","francès","Original
",247,,"Seminari: La imatge fantasma
Conferència: El sistema de creences de la fotografia espiritista"
30112006,"Clément Chéroux","p",,,"01:33:00","La imatge fantasma","DVD","francès","còpia
",248,,"Seminari: La imatge fantasma
Conferència: El sistema de creences de la fotografia espiritista"
30112006,"Clément Chéroux","p",,,"01:33:00","La imatge fantasma","CD (audio MP3)","francès","Original",249,,"Seminari: La imatge fantasma
Conferència: El sistema de creences de la fotografia espiritista"
30112006,"Clément Chéroux","p",,,"01:33:00","La imatge fantasma","CD (audio MP3)","francès","còpia",250,,"Seminari; La imatge fantasma
Conferència: El sistema de creences de la fotografia espiritista"
25022006,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon    ","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín",01:07:00,"Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","original
ubicació: despatx Miquel, arxiu RAC",251,,"Literatura iraquiqnq contemporània. Carte Blanche a Banipal
Homenatge a Samir Naqqash"
2002,"Gema Martín Muñoz","p",,"Conferència 22/06/2002",01:34:11,"Representacions àrabs contemporànies. Beirut/ Líban","DVD (audio MP3)","castellà + anglès","Mala qualitat de so",252,,"Conferència: Palestina, avui. La lluita contra l'ocupació israeliana i la construcció democràtica "
2002,"Gema Martín Muñoz","p",,"Conferència 22/06/2002",02:17:42,"Representacions àrabs contemporànies. Beirut/ Líban","DVD (audio MP3)","castellà + anglès","Còpia.
Mala qualitat de so",253,,"Conferència: Palestina, avui. La lluita contra l'ocupació israeliana i la construcció democràtica "
2001,"Catherine David, Walid Sadek","p",,"Conferència 22/10/2001
Seminari a la UNIA 22-26/10/2001
UNIA. Representacions àrabs contemporànies.
Seminario I: Oriente Medio","01:59:11","Representacions àrabs contemporànies. Beirut / Líban","cassette","castellà/anglès","Mala qualitat del so",254,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2001,"Catherine David, Walid Sadek","p",,"Conferència 22/10/2001
Seminari a la UNIA 22-26/10/2001","02:08:39","Representacions àrabs contemporànies. Beirut / Líban","CD (audio MP3)","castellà/anglès","Mala qualitat del so",255,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
